Datum,Gemeentenaam,Gemeentecode,Provincienaam,Aantal
2020-03-18,Hendrik-Ido-Ambacht,531,Zuid-Holland,0
2020-03-18,Stede Broec,532,Noord-Holland,1
2020-03-18,Hillegom,534,Zuid-Holland,1
2020-03-18,Katwijk,537,Zuid-Holland,2
2020-03-18,Krimpen aan den IJssel,542,Zuid-Holland,1
2020-03-18,Leiden,546,Zuid-Holland,11
2020-03-18,Leiderdorp,547,Zuid-Holland,2
2020-03-18,Lisse,553,Zuid-Holland,0
2020-03-18,Maassluis,556,Zuid-Holland,2
2020-03-18,Nieuwkoop,569,Zuid-Holland,1
2020-03-18,Noordwijk,575,Zuid-Holland,2
2020-03-18,Oegstgeest,579,Zuid-Holland,4
2020-03-18,Oudewater,589,Utrecht,1
2020-03-18,Papendrecht,590,Zuid-Holland,0
2020-03-18,Ridderkerk,597,Zuid-Holland,1
2020-03-18,Rotterdam,599,Zuid-Holland,58
2020-03-18,Rijswijk,603,Zuid-Holland,3
2020-03-18,Schiedam,606,Zuid-Holland,1
2020-03-18,Sliedrecht,610,Zuid-Holland,1
2020-03-18,Albrandswaard,613,Zuid-Holland,4
2020-03-18,Westvoorne,614,Zuid-Holland,3
2020-03-18,Vlaardingen,622,Zuid-Holland,2
2020-03-18,Voorschoten,626,Zuid-Holland,1
2020-03-18,Waddinxveen,627,Zuid-Holland,1
2020-03-18,Wassenaar,629,Zuid-Holland,3
2020-03-18,Woerden,632,Utrecht,4
2020-03-18,Zoetermeer,637,Zuid-Holland,1
2020-03-18,Zoeterwoude,638,Zuid-Holland,0
2020-03-18,Zwijndrecht,642,Zuid-Holland,5
2020-03-18,Borsele,654,Zeeland,2
2020-03-18,Goes,664,Zeeland,3
2020-03-18,West Maas en Waal,668,Gelderland,3
2020-03-18,Hulst,677,Zeeland,0
2020-03-18,Kapelle,678,Zeeland,2
2020-03-18,Middelburg,687,Zeeland,2
2020-03-18,Reimerswaal,703,Zeeland,3
2020-03-18,Terneuzen,715,Zeeland,3
2020-03-18,Tholen,716,Zeeland,2
2020-03-18,Veere,717,Zeeland,1
2020-03-18,Vlissingen,718,Zeeland,4
2020-03-18,De Ronde Venen,736,Utrecht,2
2020-03-18,Tytsjerksteradiel,737,Friesland,1
2020-03-18,Asten,743,Noord-Brabant,2
2020-03-18,Baarle-Nassau,744,Noord-Brabant,0
2020-03-18,Bergen op Zoom,748,Noord-Brabant,5
2020-03-18,Best,753,Noord-Brabant,6
2020-03-18,Boekel,755,Noord-Brabant,19
2020-03-18,Boxmeer,756,Noord-Brabant,2
2020-03-18,Boxtel,757,Noord-Brabant,5
2020-03-18,Breda,758,Noord-Brabant,105
2020-03-18,Deurne,762,Noord-Brabant,8
2020-03-18,Pekela,765,Groningen,1
2020-03-18,Dongen,766,Noord-Brabant,5
2020-03-18,Eersel,770,Noord-Brabant,4
2020-03-18,Eindhoven,772,Noord-Brabant,23
2020-03-18,Etten-Leur,777,Noord-Brabant,13
2020-03-18,Geertruidenberg,779,Noord-Brabant,7
2020-03-18,Gilze en Rijen,784,Noord-Brabant,3
2020-03-18,Goirle,785,Noord-Brabant,9
2020-03-18,Grave,786,Noord-Brabant,1
2020-03-18,Haaren,788,Noord-Brabant,9
2020-03-18,Helmond,794,Noord-Brabant,20
2020-03-18,'s-Hertogenbosch,796,Noord-Brabant,30
2020-03-18,Heusden,797,Noord-Brabant,5
2020-03-18,Hilvarenbeek,798,Noord-Brabant,4
2020-03-18,Loon op Zand,809,Noord-Brabant,9
2020-03-18,Mill en Sint Hubert,815,Noord-Brabant,1
2020-03-18,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,1
2020-03-18,Oirschot,823,Noord-Brabant,1
2020-03-18,Oisterwijk,824,Noord-Brabant,10
2020-03-18,Oosterhout,826,Noord-Brabant,9
2020-03-18,Oss,828,Noord-Brabant,20
2020-03-18,Rucphen,840,Noord-Brabant,1
2020-03-18,Sint-Michielsgestel,845,Noord-Brabant,10
2020-03-18,Someren,847,Noord-Brabant,3
2020-03-18,Son en Breugel,848,Noord-Brabant,4
2020-03-18,Steenbergen,851,Noord-Brabant,2
2020-03-18,Waterland,852,Noord-Holland,4
2020-03-18,Tilburg,855,Noord-Brabant,95
2020-03-18,Uden,856,Noord-Brabant,53
2020-03-18,Valkenswaard,858,Noord-Brabant,1
2020-03-18,Veldhoven,861,Noord-Brabant,1
2020-03-18,Vught,865,Noord-Brabant,7
2020-03-18,Waalre,866,Noord-Brabant,2
2020-03-18,Waalwijk,867,Noord-Brabant,12
2020-03-18,Woensdrecht,873,Noord-Brabant,0
2020-03-18,Zundert,879,Noord-Brabant,6
2020-03-18,Wormerland,880,Noord-Holland,0
2020-03-18,Landgraaf,882,Limburg,7
2020-03-18,Beek,888,Limburg,3
2020-03-18,Beesel,889,Limburg,0
2020-03-18,Bergen (L.),893,Limburg,1
2020-03-18,Brunssum,899,Limburg,4
2020-03-18,Gennep,907,Limburg,2
2020-03-18,Heerlen,917,Limburg,14
2020-03-18,Kerkrade,928,Limburg,3
2020-03-18,Maastricht,935,Limburg,41
2020-03-18,Meerssen,938,Limburg,2
2020-03-18,Mook en Middelaar,944,Limburg,0
2020-03-18,Nederweert,946,Limburg,7
2020-03-18,Roermond,957,Limburg,6
2020-03-18,Simpelveld,965,Limburg,5
2020-03-18,Stein,971,Limburg,4
2020-03-18,Vaals,981,Limburg,0
2020-03-18,Venlo,983,Limburg,12
2020-03-18,Venray,984,Limburg,1
2020-03-18,Voerendaal,986,Limburg,3
2020-03-18,Weert,988,Limburg,0
2020-03-18,Valkenburg aan de Geul,994,Limburg,2
2020-03-18,Lelystad,995,Flevoland,12
2020-03-18,Horst aan de Maas,1507,Limburg,8
2020-03-18,Oude IJsselstreek,1509,Gelderland,2
2020-03-18,Teylingen,1525,Zuid-Holland,2
2020-03-18,Utrechtse Heuvelrug,1581,Utrecht,6
2020-03-18,Oost Gelre,1586,Gelderland,0
2020-03-18,Koggenland,1598,Noord-Holland,1
2020-03-18,Lansingerland,1621,Zuid-Holland,10
2020-03-18,Leudal,1640,Limburg,11
2020-03-18,Maasgouw,1641,Limburg,4
2020-03-18,Gemert-Bakel,1652,Noord-Brabant,26
2020-03-18,Halderberge,1655,Noord-Brabant,2
2020-03-18,Heeze-Leende,1658,Noord-Brabant,4
2020-03-18,Laarbeek,1659,Noord-Brabant,2
2020-03-18,Reusel-De Mierden,1667,Noord-Brabant,0
2020-03-18,Roerdalen,1669,Limburg,1
2020-03-18,Roosendaal,1674,Noord-Brabant,6
2020-03-18,Schouwen-Duiveland,1676,Zeeland,2
2020-03-18,Aa en Hunze,1680,Drenthe,0
2020-03-18,Borger-Odoorn,1681,Drenthe,0
2020-03-18,Cuijk,1684,Noord-Brabant,2
2020-03-18,Landerd,1685,Noord-Brabant,16
2020-03-18,De Wolden,1690,Drenthe,1
2020-03-18,Noord-Beveland,1695,Zeeland,0
2020-03-18,Wijdemeren,1696,Noord-Holland,1
2020-03-18,Noordenveld,1699,Drenthe,1
2020-03-18,Twenterand,1700,Overijssel,0
2020-03-18,Westerveld,1701,Drenthe,0
2020-03-18,Sint Anthonis,1702,Noord-Brabant,5
2020-03-18,Lingewaard,1705,Gelderland,4
2020-03-18,Cranendonck,1706,Noord-Brabant,6
2020-03-18,Steenwijkerland,1708,Overijssel,1
2020-03-18,Moerdijk,1709,Noord-Brabant,1
2020-03-18,Echt-Susteren,1711,Limburg,6
2020-03-18,Sluis,1714,Zeeland,2
2020-03-18,Drimmelen,1719,Noord-Brabant,12
2020-03-18,Bernheze,1721,Noord-Brabant,26
2020-03-18,Alphen-Chaam,1723,Noord-Brabant,6
2020-03-18,Bergeijk,1724,Noord-Brabant,1
2020-03-18,Bladel,1728,Noord-Brabant,2
2020-03-18,Gulpen-Wittem,1729,Limburg,2
2020-03-18,Tynaarlo,1730,Drenthe,3
2020-03-18,Midden-Drenthe,1731,Drenthe,0
2020-03-18,Overbetuwe,1734,Gelderland,9
2020-03-18,Hof van Twente,1735,Overijssel,3
2020-03-18,Neder-Betuwe,1740,Gelderland,4
2020-03-18,Rijssen-Holten,1742,Overijssel,0
2020-03-18,Geldrop-Mierlo,1771,Noord-Brabant,3
2020-03-18,Olst-Wijhe,1773,Overijssel,0
2020-03-18,Dinkelland,1774,Overijssel,6
2020-03-18,Westland,1783,Zuid-Holland,6
2020-03-18,Midden-Delfland,1842,Zuid-Holland,0
2020-03-18,Berkelland,1859,Gelderland,0
2020-03-18,Bronckhorst,1876,Gelderland,2
2020-03-18,Sittard-Geleen,1883,Limburg,51
2020-03-18,Kaag en Braassem,1884,Zuid-Holland,0
2020-03-18,Dantumadiel,1891,Friesland,0
2020-03-18,Zuidplas,1892,Zuid-Holland,0
2020-03-18,Peel en Maas,1894,Limburg,36
2020-03-18,Oldambt,1895,Groningen,0
2020-03-18,Zwartewaterland,1896,Overijssel,4
2020-03-18,Súdwest-Fryslân,1900,Friesland,2
2020-03-18,Bodegraven-Reeuwijk,1901,Zuid-Holland,1
2020-03-18,Eijsden-Margraten,1903,Limburg,4
2020-03-18,Stichtse Vecht,1904,Utrecht,9
2020-03-18,Hollands Kroon,1911,Noord-Holland,1
2020-03-18,Leidschendam-Voorburg,1916,Zuid-Holland,6
2020-03-18,Goeree-Overflakkee,1924,Zuid-Holland,7
2020-03-18,Pijnacker-Nootdorp,1926,Zuid-Holland,11
2020-03-18,Nissewaard,1930,Zuid-Holland,4
2020-03-18,Krimpenerwaard,1931,Zuid-Holland,4
2020-03-18,De Fryske Marren,1940,Friesland,5
2020-03-18,Gooise Meren,1942,Noord-Holland,9
2020-03-18,Berg en Dal,1945,Gelderland,14
2020-03-18,Meierijstad,1948,Noord-Brabant,60
2020-03-18,Waadhoeke,1949,Friesland,0
2020-03-18,Westerwolde,1950,Groningen,0
2020-03-18,Midden-Groningen,1952,Groningen,2
2020-03-18,Beekdaelen,1954,Limburg,18
2020-03-18,Montferland,1955,Gelderland,1
2020-03-18,Altena,1959,Noord-Brabant,15
2020-03-18,West Betuwe,1960,Gelderland,6
2020-03-18,Vijfheerenlanden,1961,Utrecht,4
2020-03-18,Hoeksche Waard,1963,Zuid-Holland,8
2020-03-18,Het Hogeland,1966,Groningen,0
2020-03-18,Westerkwartier,1969,Groningen,1
2020-03-18,Noardeast-Fryslân,1970,Friesland,0
2020-03-18,Molenlanden,1978,Zuid-Holland,7
2020-03-18,,-1,,85
2020-03-19,Appingedam,3,Groningen,0
2020-03-19,Delfzijl,10,Groningen,0
2020-03-19,Groningen,14,Groningen,23
2020-03-19,Loppersum,24,Groningen,0
2020-03-19,Almere,34,Flevoland,5
2020-03-19,Stadskanaal,37,Groningen,0
2020-03-19,Veendam,47,Groningen,0
2020-03-19,Zeewolde,50,Flevoland,3
2020-03-19,Achtkarspelen,59,Friesland,0
2020-03-19,Ameland,60,Friesland,0
2020-03-19,Harlingen,72,Friesland,1
2020-03-19,Heerenveen,74,Friesland,0
2020-03-19,Leeuwarden,80,Friesland,5
2020-03-19,Ooststellingwerf,85,Friesland,0
2020-03-19,Opsterland,86,Friesland,2
2020-03-19,Schiermonnikoog,88,Friesland,0
2020-03-19,Smallingerland,90,Friesland,3
2020-03-19,Terschelling,93,Friesland,0
2020-03-19,Vlieland,96,Friesland,0
2020-03-19,Weststellingwerf,98,Friesland,0
2020-03-19,Assen,106,Drenthe,0
2020-03-19,Coevorden,109,Drenthe,12
2020-03-19,Emmen,114,Drenthe,3
2020-03-19,Hoogeveen,118,Drenthe,3
2020-03-19,Meppel,119,Drenthe,0
2020-03-19,Almelo,141,Overijssel,2
2020-03-19,Borne,147,Overijssel,3
2020-03-19,Dalfsen,148,Overijssel,1
2020-03-19,Deventer,150,Overijssel,5
2020-03-19,Enschede,153,Overijssel,7
2020-03-19,Haaksbergen,158,Overijssel,1
2020-03-19,Hardenberg,160,Overijssel,0
2020-03-19,Hellendoorn,163,Overijssel,2
2020-03-19,Hengelo,164,Overijssel,4
2020-03-19,Kampen,166,Overijssel,2
2020-03-19,Losser,168,Overijssel,0
2020-03-19,Noordoostpolder,171,Flevoland,2
2020-03-19,Oldenzaal,173,Overijssel,3
2020-03-19,Ommen,175,Overijssel,2
2020-03-19,Raalte,177,Overijssel,3
2020-03-19,Staphorst,180,Overijssel,2
2020-03-19,Tubbergen,183,Overijssel,3
2020-03-19,Urk,184,Flevoland,4
2020-03-19,Wierden,189,Overijssel,0
2020-03-19,Zwolle,193,Overijssel,16
2020-03-19,Aalten,197,Gelderland,0
2020-03-19,Apeldoorn,200,Gelderland,11
2020-03-19,Arnhem,202,Gelderland,10
2020-03-19,Barneveld,203,Gelderland,6
2020-03-19,Beuningen,209,Gelderland,6
2020-03-19,Brummen,213,Gelderland,1
2020-03-19,Buren,214,Gelderland,5
2020-03-19,Culemborg,216,Gelderland,4
2020-03-19,Doesburg,221,Gelderland,1
2020-03-19,Doetinchem,222,Gelderland,3
2020-03-19,Druten,225,Gelderland,5
2020-03-19,Duiven,226,Gelderland,2
2020-03-19,Ede,228,Gelderland,5
2020-03-19,Elburg,230,Gelderland,1
2020-03-19,Epe,232,Gelderland,4
2020-03-19,Ermelo,233,Gelderland,8
2020-03-19,Harderwijk,243,Gelderland,5
2020-03-19,Hattem,244,Gelderland,0
2020-03-19,Heerde,246,Gelderland,4
2020-03-19,Heumen,252,Gelderland,6
2020-03-19,Lochem,262,Gelderland,1
2020-03-19,Maasdriel,263,Gelderland,1
2020-03-19,Nijkerk,267,Gelderland,2
2020-03-19,Nijmegen,268,Gelderland,48
2020-03-19,Oldebroek,269,Gelderland,5
2020-03-19,Putten,273,Gelderland,2
2020-03-19,Renkum,274,Gelderland,8
2020-03-19,Rheden,275,Gelderland,4
2020-03-19,Rozendaal,277,Gelderland,2
2020-03-19,Scherpenzeel,279,Gelderland,0
2020-03-19,Tiel,281,Gelderland,4
2020-03-19,Voorst,285,Gelderland,1
2020-03-19,Wageningen,289,Gelderland,1
2020-03-19,Westervoort,293,Gelderland,0
2020-03-19,Winterswijk,294,Gelderland,0
2020-03-19,Wijchen,296,Gelderland,8
2020-03-19,Zaltbommel,297,Gelderland,3
2020-03-19,Zevenaar,299,Gelderland,3
2020-03-19,Zutphen,301,Gelderland,1
2020-03-19,Nunspeet,302,Gelderland,3
2020-03-19,Dronten,303,Flevoland,9
2020-03-19,Amersfoort,307,Utrecht,30
2020-03-19,Baarn,308,Utrecht,2
2020-03-19,De Bilt,310,Utrecht,16
2020-03-19,Bunnik,312,Utrecht,1
2020-03-19,Bunschoten,313,Utrecht,0
2020-03-19,Eemnes,317,Utrecht,1
2020-03-19,Houten,321,Utrecht,17
2020-03-19,Leusden,327,Utrecht,4
2020-03-19,Lopik,331,Utrecht,3
2020-03-19,Montfoort,335,Utrecht,0
2020-03-19,Renswoude,339,Utrecht,0
2020-03-19,Rhenen,340,Utrecht,0
2020-03-19,Soest,342,Utrecht,13
2020-03-19,Utrecht,344,Utrecht,83
2020-03-19,Veenendaal,345,Utrecht,2
2020-03-19,Woudenberg,351,Utrecht,2
2020-03-19,Wijk bij Duurstede,352,Utrecht,4
2020-03-19,IJsselstein,353,Utrecht,8
2020-03-19,Zeist,355,Utrecht,12
2020-03-19,Nieuwegein,356,Utrecht,6
2020-03-19,Aalsmeer,358,Noord-Holland,4
2020-03-19,Alkmaar,361,Noord-Holland,9
2020-03-19,Amstelveen,362,Noord-Holland,13
2020-03-19,Amsterdam,363,Noord-Holland,85
2020-03-19,Beemster,370,Noord-Holland,0
2020-03-19,Bergen (NH.),373,Noord-Holland,4
2020-03-19,Beverwijk,375,Noord-Holland,6
2020-03-19,Blaricum,376,Noord-Holland,2
2020-03-19,Bloemendaal,377,Noord-Holland,3
2020-03-19,Castricum,383,Noord-Holland,6
2020-03-19,Diemen,384,Noord-Holland,2
2020-03-19,Edam-Volendam,385,Noord-Holland,3
2020-03-19,Enkhuizen,388,Noord-Holland,5
2020-03-19,Haarlem,392,Noord-Holland,10
2020-03-19,Haarlemmermeer,394,Noord-Holland,5
2020-03-19,Heemskerk,396,Noord-Holland,3
2020-03-19,Heemstede,397,Noord-Holland,5
2020-03-19,Heerhugowaard,398,Noord-Holland,2
2020-03-19,Heiloo,399,Noord-Holland,3
2020-03-19,Den Helder,400,Noord-Holland,2
2020-03-19,Hilversum,402,Noord-Holland,3
2020-03-19,Hoorn,405,Noord-Holland,2
2020-03-19,Huizen,406,Noord-Holland,3
2020-03-19,Landsmeer,415,Noord-Holland,3
2020-03-19,Langedijk,416,Noord-Holland,4
2020-03-19,Laren,417,Noord-Holland,0
2020-03-19,Medemblik,420,Noord-Holland,0
2020-03-19,Oostzaan,431,Noord-Holland,2
2020-03-19,Opmeer,432,Noord-Holland,0
2020-03-19,Ouder-Amstel,437,Noord-Holland,3
2020-03-19,Purmerend,439,Noord-Holland,7
2020-03-19,Schagen,441,Noord-Holland,6
2020-03-19,Texel,448,Noord-Holland,2
2020-03-19,Uitgeest,450,Noord-Holland,0
2020-03-19,Uithoorn,451,Noord-Holland,2
2020-03-19,Velsen,453,Noord-Holland,4
2020-03-19,Weesp,457,Noord-Holland,0
2020-03-19,Zandvoort,473,Noord-Holland,1
2020-03-19,Zaanstad,479,Noord-Holland,4
2020-03-19,Alblasserdam,482,Zuid-Holland,2
2020-03-19,Alphen aan den Rijn,484,Zuid-Holland,10
2020-03-19,Barendrecht,489,Zuid-Holland,4
2020-03-19,Drechterland,498,Noord-Holland,0
2020-03-19,Brielle,501,Zuid-Holland,1
2020-03-19,Capelle aan den IJssel,502,Zuid-Holland,2
2020-03-19,Delft,503,Zuid-Holland,5
2020-03-19,Dordrecht,505,Zuid-Holland,8
2020-03-19,Gorinchem,512,Zuid-Holland,1
2020-03-19,Gouda,513,Zuid-Holland,9
2020-03-19,'s-Gravenhage,518,Zuid-Holland,27
2020-03-19,Hardinxveld-Giessendam,523,Zuid-Holland,5
2020-03-19,Hellevoetsluis,530,Zuid-Holland,1
2020-03-19,Hendrik-Ido-Ambacht,531,Zuid-Holland,0
2020-03-19,Stede Broec,532,Noord-Holland,3
2020-03-19,Hillegom,534,Zuid-Holland,1
2020-03-19,Katwijk,537,Zuid-Holland,2
2020-03-19,Krimpen aan den IJssel,542,Zuid-Holland,2
2020-03-19,Leiden,546,Zuid-Holland,12
2020-03-19,Leiderdorp,547,Zuid-Holland,2
2020-03-19,Lisse,553,Zuid-Holland,0
2020-03-19,Maassluis,556,Zuid-Holland,2
2020-03-19,Nieuwkoop,569,Zuid-Holland,1
2020-03-19,Noordwijk,575,Zuid-Holland,3
2020-03-19,Oegstgeest,579,Zuid-Holland,5
2020-03-19,Oudewater,589,Utrecht,2
2020-03-19,Papendrecht,590,Zuid-Holland,1
2020-03-19,Ridderkerk,597,Zuid-Holland,1
2020-03-19,Rotterdam,599,Zuid-Holland,81
2020-03-19,Rijswijk,603,Zuid-Holland,3
2020-03-19,Schiedam,606,Zuid-Holland,2
2020-03-19,Sliedrecht,610,Zuid-Holland,1
2020-03-19,Albrandswaard,613,Zuid-Holland,4
2020-03-19,Westvoorne,614,Zuid-Holland,3
2020-03-19,Vlaardingen,622,Zuid-Holland,4
2020-03-19,Voorschoten,626,Zuid-Holland,1
2020-03-19,Waddinxveen,627,Zuid-Holland,3
2020-03-19,Wassenaar,629,Zuid-Holland,4
2020-03-19,Woerden,632,Utrecht,4
2020-03-19,Zoetermeer,637,Zuid-Holland,1
2020-03-19,Zoeterwoude,638,Zuid-Holland,0
2020-03-19,Zwijndrecht,642,Zuid-Holland,6
2020-03-19,Borsele,654,Zeeland,3
2020-03-19,Goes,664,Zeeland,3
2020-03-19,West Maas en Waal,668,Gelderland,3
2020-03-19,Hulst,677,Zeeland,0
2020-03-19,Kapelle,678,Zeeland,2
2020-03-19,Middelburg,687,Zeeland,3
2020-03-19,Reimerswaal,703,Zeeland,4
2020-03-19,Terneuzen,715,Zeeland,4
2020-03-19,Tholen,716,Zeeland,2
2020-03-19,Veere,717,Zeeland,1
2020-03-19,Vlissingen,718,Zeeland,5
2020-03-19,De Ronde Venen,736,Utrecht,2
2020-03-19,Tytsjerksteradiel,737,Friesland,1
2020-03-19,Asten,743,Noord-Brabant,2
2020-03-19,Baarle-Nassau,744,Noord-Brabant,0
2020-03-19,Bergen op Zoom,748,Noord-Brabant,6
2020-03-19,Best,753,Noord-Brabant,6
2020-03-19,Boekel,755,Noord-Brabant,20
2020-03-19,Boxmeer,756,Noord-Brabant,2
2020-03-19,Boxtel,757,Noord-Brabant,6
2020-03-19,Breda,758,Noord-Brabant,113
2020-03-19,Deurne,762,Noord-Brabant,10
2020-03-19,Pekela,765,Groningen,1
2020-03-19,Dongen,766,Noord-Brabant,5
2020-03-19,Eersel,770,Noord-Brabant,4
2020-03-19,Eindhoven,772,Noord-Brabant,24
2020-03-19,Etten-Leur,777,Noord-Brabant,14
2020-03-19,Geertruidenberg,779,Noord-Brabant,7
2020-03-19,Gilze en Rijen,784,Noord-Brabant,5
2020-03-19,Goirle,785,Noord-Brabant,11
2020-03-19,Grave,786,Noord-Brabant,2
2020-03-19,Haaren,788,Noord-Brabant,9
2020-03-19,Helmond,794,Noord-Brabant,22
2020-03-19,'s-Hertogenbosch,796,Noord-Brabant,35
2020-03-19,Heusden,797,Noord-Brabant,6
2020-03-19,Hilvarenbeek,798,Noord-Brabant,4
2020-03-19,Loon op Zand,809,Noord-Brabant,11
2020-03-19,Mill en Sint Hubert,815,Noord-Brabant,2
2020-03-19,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,1
2020-03-19,Oirschot,823,Noord-Brabant,1
2020-03-19,Oisterwijk,824,Noord-Brabant,10
2020-03-19,Oosterhout,826,Noord-Brabant,9
2020-03-19,Oss,828,Noord-Brabant,26
2020-03-19,Rucphen,840,Noord-Brabant,2
2020-03-19,Sint-Michielsgestel,845,Noord-Brabant,10
2020-03-19,Someren,847,Noord-Brabant,3
2020-03-19,Son en Breugel,848,Noord-Brabant,5
2020-03-19,Steenbergen,851,Noord-Brabant,4
2020-03-19,Waterland,852,Noord-Holland,7
2020-03-19,Tilburg,855,Noord-Brabant,119
2020-03-19,Uden,856,Noord-Brabant,60
2020-03-19,Valkenswaard,858,Noord-Brabant,1
2020-03-19,Veldhoven,861,Noord-Brabant,2
2020-03-19,Vught,865,Noord-Brabant,8
2020-03-19,Waalre,866,Noord-Brabant,2
2020-03-19,Waalwijk,867,Noord-Brabant,13
2020-03-19,Woensdrecht,873,Noord-Brabant,0
2020-03-19,Zundert,879,Noord-Brabant,6
2020-03-19,Wormerland,880,Noord-Holland,1
2020-03-19,Landgraaf,882,Limburg,7
2020-03-19,Beek,888,Limburg,3
2020-03-19,Beesel,889,Limburg,0
2020-03-19,Bergen (L.),893,Limburg,1
2020-03-19,Brunssum,899,Limburg,4
2020-03-19,Gennep,907,Limburg,4
2020-03-19,Heerlen,917,Limburg,15
2020-03-19,Kerkrade,928,Limburg,3
2020-03-19,Maastricht,935,Limburg,42
2020-03-19,Meerssen,938,Limburg,2
2020-03-19,Mook en Middelaar,944,Limburg,1
2020-03-19,Nederweert,946,Limburg,7
2020-03-19,Roermond,957,Limburg,13
2020-03-19,Simpelveld,965,Limburg,5
2020-03-19,Stein,971,Limburg,4
2020-03-19,Vaals,981,Limburg,0
2020-03-19,Venlo,983,Limburg,21
2020-03-19,Venray,984,Limburg,3
2020-03-19,Voerendaal,986,Limburg,3
2020-03-19,Weert,988,Limburg,0
2020-03-19,Valkenburg aan de Geul,994,Limburg,2
2020-03-19,Lelystad,995,Flevoland,13
2020-03-19,Horst aan de Maas,1507,Limburg,10
2020-03-19,Oude IJsselstreek,1509,Gelderland,2
2020-03-19,Teylingen,1525,Zuid-Holland,2
2020-03-19,Utrechtse Heuvelrug,1581,Utrecht,8
2020-03-19,Oost Gelre,1586,Gelderland,0
2020-03-19,Koggenland,1598,Noord-Holland,1
2020-03-19,Lansingerland,1621,Zuid-Holland,13
2020-03-19,Leudal,1640,Limburg,13
2020-03-19,Maasgouw,1641,Limburg,5
2020-03-19,Gemert-Bakel,1652,Noord-Brabant,31
2020-03-19,Halderberge,1655,Noord-Brabant,2
2020-03-19,Heeze-Leende,1658,Noord-Brabant,4
2020-03-19,Laarbeek,1659,Noord-Brabant,4
2020-03-19,Reusel-De Mierden,1667,Noord-Brabant,0
2020-03-19,Roerdalen,1669,Limburg,1
2020-03-19,Roosendaal,1674,Noord-Brabant,7
2020-03-19,Schouwen-Duiveland,1676,Zeeland,2
2020-03-19,Aa en Hunze,1680,Drenthe,0
2020-03-19,Borger-Odoorn,1681,Drenthe,0
2020-03-19,Cuijk,1684,Noord-Brabant,4
2020-03-19,Landerd,1685,Noord-Brabant,18
2020-03-19,De Wolden,1690,Drenthe,1
2020-03-19,Noord-Beveland,1695,Zeeland,0
2020-03-19,Wijdemeren,1696,Noord-Holland,1
2020-03-19,Noordenveld,1699,Drenthe,1
2020-03-19,Twenterand,1700,Overijssel,0
2020-03-19,Westerveld,1701,Drenthe,0
2020-03-19,Sint Anthonis,1702,Noord-Brabant,8
2020-03-19,Lingewaard,1705,Gelderland,5
2020-03-19,Cranendonck,1706,Noord-Brabant,6
2020-03-19,Steenwijkerland,1708,Overijssel,1
2020-03-19,Moerdijk,1709,Noord-Brabant,2
2020-03-19,Echt-Susteren,1711,Limburg,6
2020-03-19,Sluis,1714,Zeeland,2
2020-03-19,Drimmelen,1719,Noord-Brabant,13
2020-03-19,Bernheze,1721,Noord-Brabant,30
2020-03-19,Alphen-Chaam,1723,Noord-Brabant,6
2020-03-19,Bergeijk,1724,Noord-Brabant,1
2020-03-19,Bladel,1728,Noord-Brabant,3
2020-03-19,Gulpen-Wittem,1729,Limburg,2
2020-03-19,Tynaarlo,1730,Drenthe,4
2020-03-19,Midden-Drenthe,1731,Drenthe,1
2020-03-19,Overbetuwe,1734,Gelderland,11
2020-03-19,Hof van Twente,1735,Overijssel,3
2020-03-19,Neder-Betuwe,1740,Gelderland,4
2020-03-19,Rijssen-Holten,1742,Overijssel,0
2020-03-19,Geldrop-Mierlo,1771,Noord-Brabant,4
2020-03-19,Olst-Wijhe,1773,Overijssel,0
2020-03-19,Dinkelland,1774,Overijssel,8
2020-03-19,Westland,1783,Zuid-Holland,7
2020-03-19,Midden-Delfland,1842,Zuid-Holland,1
2020-03-19,Berkelland,1859,Gelderland,1
2020-03-19,Bronckhorst,1876,Gelderland,3
2020-03-19,Sittard-Geleen,1883,Limburg,51
2020-03-19,Kaag en Braassem,1884,Zuid-Holland,1
2020-03-19,Dantumadiel,1891,Friesland,0
2020-03-19,Zuidplas,1892,Zuid-Holland,0
2020-03-19,Peel en Maas,1894,Limburg,41
2020-03-19,Oldambt,1895,Groningen,0
2020-03-19,Zwartewaterland,1896,Overijssel,5
2020-03-19,Súdwest-Fryslân,1900,Friesland,2
2020-03-19,Bodegraven-Reeuwijk,1901,Zuid-Holland,1
2020-03-19,Eijsden-Margraten,1903,Limburg,4
2020-03-19,Stichtse Vecht,1904,Utrecht,10
2020-03-19,Hollands Kroon,1911,Noord-Holland,3
2020-03-19,Leidschendam-Voorburg,1916,Zuid-Holland,6
2020-03-19,Goeree-Overflakkee,1924,Zuid-Holland,8
2020-03-19,Pijnacker-Nootdorp,1926,Zuid-Holland,11
2020-03-19,Nissewaard,1930,Zuid-Holland,7
2020-03-19,Krimpenerwaard,1931,Zuid-Holland,5
2020-03-19,De Fryske Marren,1940,Friesland,5
2020-03-19,Gooise Meren,1942,Noord-Holland,10
2020-03-19,Berg en Dal,1945,Gelderland,18
2020-03-19,Meierijstad,1948,Noord-Brabant,72
2020-03-19,Waadhoeke,1949,Friesland,0
2020-03-19,Westerwolde,1950,Groningen,0
2020-03-19,Midden-Groningen,1952,Groningen,2
